produktionsslag	månad	Eltillförsel netto, GWh
mottryck, kraftvärmeverk	2020M08	193
mottryck, kraftvärmeverk	2020M09	299
mottryck, kraftvärmeverk	2020M10	522
mottryck, kraftvärmeverk	2020M11	560
mottryck, kraftvärmeverk	2020M12	766
konventionell värmekraft, kondensproduktion	1974M01	546
konventionell värmekraft, kondensproduktion	1974M02	292
konventionell värmekraft, kondensproduktion	1974M03	679
konventionell värmekraft, kondensproduktion	1974M04	513
konventionell värmekraft, kondensproduktion	1974M05	736
konventionell värmekraft, kondensproduktion	1974M06	986
konventionell värmekraft, kondensproduktion	1974M07	404
konventionell värmekraft, kondensproduktion	1974M08	835
konventionell värmekraft, kondensproduktion	1974M09	1101
konventionell värmekraft, kondensproduktion	1974M10	728
konventionell värmekraft, kondensproduktion	1974M11	758
konventionell värmekraft, kondensproduktion	1974M12	498
konventionell värmekraft, kondensproduktion	1975M01	332
konventionell värmekraft, kondensproduktion	1975M02	157
konventionell värmekraft, kondensproduktion	1975M03	100
konventionell värmekraft, kondensproduktion	1975M04	549
konventionell värmekraft, kondensproduktion	1975M05	104
konventionell värmekraft, kondensproduktion	1975M06	349
konventionell värmekraft, kondensproduktion	1975M07	173
konventionell värmekraft, kondensproduktion	1975M08	814
konventionell värmekraft, kondensproduktion	1975M09	498
konventionell värmekraft, kondensproduktion	1975M10	93
konventionell värmekraft, kondensproduktion	1975M11	210
konventionell värmekraft, kondensproduktion	1975M12	106
konventionell värmekraft, kondensproduktion	1976M01	309
konventionell värmekraft, kondensproduktion	1976M02	158
konventionell värmekraft, kondensproduktion	1976M03	298
konventionell värmekraft, kondensproduktion	1976M04	163
konventionell värmekraft, kondensproduktion	1976M05	154
konventionell värmekraft, kondensproduktion	1976M06	244
konventionell värmekraft, kondensproduktion	1976M07	10
konventionell värmekraft, kondensproduktion	1976M08	398
konventionell värmekraft, kondensproduktion	1976M09	761
konventionell värmekraft, kondensproduktion	1976M10	1360
konventionell värmekraft, kondensproduktion	1976M11	1763
konventionell värmekraft, kondensproduktion	1976M12	1710
konventionell värmekraft, kondensproduktion	1977M01	1714
konventionell värmekraft, kondensproduktion	1977M02	1519
konventionell värmekraft, kondensproduktion	1977M03	1058
konventionell värmekraft, kondensproduktion	1977M04	1055
konventionell värmekraft, kondensproduktion	1977M05	209
konventionell värmekraft, kondensproduktion	1977M06	68
konventionell värmekraft, kondensproduktion	1977M07	12
konventionell värmekraft, kondensproduktion	1977M08	322
konventionell värmekraft, kondensproduktion	1977M09	721
konventionell värmekraft, kondensproduktion	1977M10	617
konventionell värmekraft, kondensproduktion	1977M11	172
konventionell värmekraft, kondensproduktion	1977M12	39
konventionell värmekraft, kondensproduktion	1978M01	26
konventionell värmekraft, kondensproduktion	1978M02	148
konventionell värmekraft, kondensproduktion	1978M03	26
konventionell värmekraft, kondensproduktion	1978M04	94
konventionell värmekraft, kondensproduktion	1978M05	245
konventionell värmekraft, kondensproduktion	1978M06	70
konventionell värmekraft, kondensproduktion	1978M07	11
konventionell värmekraft, kondensproduktion	1978M08	267
konventionell värmekraft, kondensproduktion	1978M09	66
konventionell värmekraft, kondensproduktion	1978M10	24
konventionell värmekraft, kondensproduktion	1978M11	24
konventionell värmekraft, kondensproduktion	1978M12	143
konventionell värmekraft, kondensproduktion	1979M01	558
konventionell värmekraft, kondensproduktion	1979M02	662
konventionell värmekraft, kondensproduktion	1979M03	230
konventionell värmekraft, kondensproduktion	1979M04	555
konventionell värmekraft, kondensproduktion	1979M05	325
konventionell värmekraft, kondensproduktion	1979M06	126
konventionell värmekraft, kondensproduktion	1979M07	16
konventionell värmekraft, kondensproduktion	1979M08	22
konventionell värmekraft, kondensproduktion	1979M09	23
konventionell värmekraft, kondensproduktion	1979M10	40
konventionell värmekraft, kondensproduktion	1979M11	34
konventionell värmekraft, kondensproduktion	1979M12	51
konventionell värmekraft, kondensproduktion	1980M01	71
konventionell värmekraft, kondensproduktion	1980M02	99
konventionell värmekraft, kondensproduktion	1980M03	230
konventionell värmekraft, kondensproduktion	1980M04	75
konventionell värmekraft, kondensproduktion	1980M05	56
konventionell värmekraft, kondensproduktion	1980M06	42
konventionell värmekraft, kondensproduktion	1980M07	11
konventionell värmekraft, kondensproduktion	1980M08	165
konventionell värmekraft, kondensproduktion	1980M09	73
konventionell värmekraft, kondensproduktion	1980M10	21
konventionell värmekraft, kondensproduktion	1980M11	28
konventionell värmekraft, kondensproduktion	1980M12	39
konventionell värmekraft, kondensproduktion	1981M01	71
konventionell värmekraft, kondensproduktion	1981M02	33
konventionell värmekraft, kondensproduktion	1981M03	27
konventionell värmekraft, kondensproduktion	1981M04	22
konventionell värmekraft, kondensproduktion	1981M05	13
konventionell värmekraft, kondensproduktion	1981M06	18
konventionell värmekraft, kondensproduktion	1981M07	8
konventionell värmekraft, kondensproduktion	1981M08	10
konventionell värmekraft, kondensproduktion	1981M09	15
konventionell värmekraft, kondensproduktion	1981M10	16
konventionell värmekraft, kondensproduktion	1981M11	31
konventionell värmekraft, kondensproduktion	1981M12	77
konventionell värmekraft, kondensproduktion	1982M01	66
konventionell värmekraft, kondensproduktion	1982M02	29
konventionell värmekraft, kondensproduktion	1982M03	11
konventionell värmekraft, kondensproduktion	1982M04	7
konventionell värmekraft, kondensproduktion	1982M05	11
konventionell värmekraft, kondensproduktion	1982M06	7
konventionell värmekraft, kondensproduktion	1982M07	4
konventionell värmekraft, kondensproduktion	1982M08	6
konventionell värmekraft, kondensproduktion	1982M09	9
konventionell värmekraft, kondensproduktion	1982M10	13
konventionell värmekraft, kondensproduktion	1982M11	14
konventionell värmekraft, kondensproduktion	1982M12	23
konventionell värmekraft, kondensproduktion	1983M01	30
konventionell värmekraft, kondensproduktion	1983M02	67
konventionell värmekraft, kondensproduktion	1983M03	39
konventionell värmekraft, kondensproduktion	1983M04	14
konventionell värmekraft, kondensproduktion	1983M05	26
konventionell värmekraft, kondensproduktion	1983M06	16
konventionell värmekraft, kondensproduktion	1983M07	8
konventionell värmekraft, kondensproduktion	1983M08	24
konventionell värmekraft, kondensproduktion	1983M09	26
konventionell värmekraft, kondensproduktion	1983M10	16
konventionell värmekraft, kondensproduktion	1983M11	12
konventionell värmekraft, kondensproduktion	1983M12	67
konventionell värmekraft, kondensproduktion	1984M01	29
konventionell värmekraft, kondensproduktion	1984M02	12
konventionell värmekraft, kondensproduktion	1984M03	19
konventionell värmekraft, kondensproduktion	1984M04	19
konventionell värmekraft, kondensproduktion	1984M05	12
konventionell värmekraft, kondensproduktion	1984M06	10
konventionell värmekraft, kondensproduktion	1984M07	2
konventionell värmekraft, kondensproduktion	1984M08	12
konventionell värmekraft, kondensproduktion	1984M09	14
konventionell värmekraft, kondensproduktion	1984M10	16
konventionell värmekraft, kondensproduktion	1984M11	12
konventionell värmekraft, kondensproduktion	1984M12	14
konventionell värmekraft, kondensproduktion	1985M01	223
konventionell värmekraft, kondensproduktion	1985M02	218
konventionell värmekraft, kondensproduktion	1985M03	47
konventionell värmekraft, kondensproduktion	1985M04	323
konventionell värmekraft, kondensproduktion	1985M05	89
konventionell värmekraft, kondensproduktion	1985M06	43
konventionell värmekraft, kondensproduktion	1985M07	28
konventionell värmekraft, kondensproduktion	1985M08	..
konventionell värmekraft, kondensproduktion	1985M09	1
konventionell värmekraft, kondensproduktion	1985M10	5
konventionell värmekraft, kondensproduktion	1985M11	14
konventionell värmekraft, kondensproduktion	1985M12	48
konventionell värmekraft, kondensproduktion	1986M01	51
konventionell värmekraft, kondensproduktion	1986M02	144
konventionell värmekraft, kondensproduktion	1986M03	17
konventionell värmekraft, kondensproduktion	1986M04	184
konventionell värmekraft, kondensproduktion	1986M05	28
konventionell värmekraft, kondensproduktion	1986M06	49
konventionell värmekraft, kondensproduktion	1986M07	2
konventionell värmekraft, kondensproduktion	1986M08	72
konventionell värmekraft, kondensproduktion	1986M09	26
konventionell värmekraft, kondensproduktion	1986M10	25
konventionell värmekraft, kondensproduktion	1986M11	14
konventionell värmekraft, kondensproduktion	1986M12	5
konventionell värmekraft, kondensproduktion	1987M01	231
konventionell värmekraft, kondensproduktion	1987M02	18
konventionell värmekraft, kondensproduktion	1987M03	48
konventionell värmekraft, kondensproduktion	1987M04	40
konventionell värmekraft, kondensproduktion	1987M05	211
konventionell värmekraft, kondensproduktion	1987M06	19
konventionell värmekraft, kondensproduktion	1987M07	6
konventionell värmekraft, kondensproduktion	1987M08	16
konventionell värmekraft, kondensproduktion	1987M09	25
konventionell värmekraft, kondensproduktion	1987M10	28
konventionell värmekraft, kondensproduktion	1987M11	15
konventionell värmekraft, kondensproduktion	1987M12	16
konventionell värmekraft, kondensproduktion	1988M01	5
konventionell värmekraft, kondensproduktion	1988M02	18
konventionell värmekraft, kondensproduktion	1988M03	15
konventionell värmekraft, kondensproduktion	1988M04	14
konventionell värmekraft, kondensproduktion	1988M05	25
konventionell värmekraft, kondensproduktion	1988M06	26
konventionell värmekraft, kondensproduktion	1988M07	4
konventionell värmekraft, kondensproduktion	1988M08	26
konventionell värmekraft, kondensproduktion	1988M09	19
konventionell värmekraft, kondensproduktion	1988M10	13
konventionell värmekraft, kondensproduktion	1988M11	78
konventionell värmekraft, kondensproduktion	1988M12	191
konventionell värmekraft, kondensproduktion	1989M01	10
konventionell värmekraft, kondensproduktion	1989M02	23
konventionell värmekraft, kondensproduktion	1989M03	18
konventionell värmekraft, kondensproduktion	1989M04	17
konventionell värmekraft, kondensproduktion	1989M05	20
konventionell värmekraft, kondensproduktion	1989M06	23
konventionell värmekraft, kondensproduktion	1989M07	4
konventionell värmekraft, kondensproduktion	1989M08	28
konventionell värmekraft, kondensproduktion	1989M09	29
konventionell värmekraft, kondensproduktion	1989M10	25
konventionell värmekraft, kondensproduktion	1989M11	23
konventionell värmekraft, kondensproduktion	1989M12	37
konventionell värmekraft, kondensproduktion	1990M01	10
konventionell värmekraft, kondensproduktion	1990M02	18
konventionell värmekraft, kondensproduktion	1990M03	15
konventionell värmekraft, kondensproduktion	1990M04	23
konventionell värmekraft, kondensproduktion	1990M05	24
konventionell värmekraft, kondensproduktion	1990M06	19
konventionell värmekraft, kondensproduktion	1990M07	..
konventionell värmekraft, kondensproduktion	1990M08	14
konventionell värmekraft, kondensproduktion	1990M09	32
konventionell värmekraft, kondensproduktion	1990M10	23
konventionell värmekraft, kondensproduktion	1990M11	12
konventionell värmekraft, kondensproduktion	1990M12	13
konventionell värmekraft, kondensproduktion	1991M01	10
konventionell värmekraft, kondensproduktion	1991M02	9
konventionell värmekraft, kondensproduktion	1991M03	14
konventionell värmekraft, kondensproduktion	1991M04	21
konventionell värmekraft, kondensproduktion	1991M05	36
konventionell värmekraft, kondensproduktion	1991M06	71
konventionell värmekraft, kondensproduktion	1991M07	1
konventionell värmekraft, kondensproduktion	1991M08	33
konventionell värmekraft, kondensproduktion	1991M09	42
konventionell värmekraft, kondensproduktion	1991M10	37
konventionell värmekraft, kondensproduktion	1991M11	30
konventionell värmekraft, kondensproduktion	1991M12	22
konventionell värmekraft, kondensproduktion	1992M01	38
konventionell värmekraft, kondensproduktion	1992M02	22
konventionell värmekraft, kondensproduktion	1992M03	18
konventionell värmekraft, kondensproduktion	1992M04	19
konventionell värmekraft, kondensproduktion	1992M05	33
konventionell värmekraft, kondensproduktion	1992M06	31
konventionell värmekraft, kondensproduktion	1992M07	3
konventionell värmekraft, kondensproduktion	1992M08	42
konventionell värmekraft, kondensproduktion	1992M09	84
konventionell värmekraft, kondensproduktion	1992M10	139
konventionell värmekraft, kondensproduktion	1992M11	113
konventionell värmekraft, kondensproduktion	1992M12	100
konventionell värmekraft, kondensproduktion	1993M01	79
konventionell värmekraft, kondensproduktion	1993M02	37
konventionell värmekraft, kondensproduktion	1993M03	25
konventionell värmekraft, kondensproduktion	1993M04	21
konventionell värmekraft, kondensproduktion	1993M05	36
konventionell värmekraft, kondensproduktion	1993M06	31
konventionell värmekraft, kondensproduktion	1993M07	6
konventionell värmekraft, kondensproduktion	1993M08	28
konventionell värmekraft, kondensproduktion	1993M09	48
konventionell värmekraft, kondensproduktion	1993M10	65
konventionell värmekraft, kondensproduktion	1993M11	50
konventionell värmekraft, kondensproduktion	1993M12	42
konventionell värmekraft, kondensproduktion	1994M01	18
konventionell värmekraft, kondensproduktion	1994M02	10
konventionell värmekraft, kondensproduktion	1994M03	72
konventionell värmekraft, kondensproduktion	1994M04	29
konventionell värmekraft, kondensproduktion	1994M05	34
konventionell värmekraft, kondensproduktion	1994M06	33
konventionell värmekraft, kondensproduktion	1994M07	5
konventionell värmekraft, kondensproduktion	1994M08	31
konventionell värmekraft, kondensproduktion	1994M09	105
konventionell värmekraft, kondensproduktion	1994M10	288
konventionell värmekraft, kondensproduktion	1994M11	148
konventionell värmekraft, kondensproduktion	1994M12	78
konventionell värmekraft, kondensproduktion	1995M01	88
konventionell värmekraft, kondensproduktion	1995M02	31
konventionell värmekraft, kondensproduktion	1995M03	25
konventionell värmekraft, kondensproduktion	1995M04	22
konventionell värmekraft, kondensproduktion	1995M05	21
konventionell värmekraft, kondensproduktion	1995M06	14
konventionell värmekraft, kondensproduktion	1995M07	2
konventionell värmekraft, kondensproduktion	1995M08	17
konventionell värmekraft, kondensproduktion	1995M09	53
konventionell värmekraft, kondensproduktion	1995M10	55
konventionell värmekraft, kondensproduktion	1995M11	15
konventionell värmekraft, kondensproduktion	1995M12	67
konventionell värmekraft, kondensproduktion	1996M01	102
konventionell värmekraft, kondensproduktion	1996M02	377
konventionell värmekraft, kondensproduktion	1996M03	197
konventionell värmekraft, kondensproduktion	1996M04	281
konventionell värmekraft, kondensproduktion	1996M05	398
konventionell värmekraft, kondensproduktion	1996M06	244
konventionell värmekraft, kondensproduktion	1996M07	81
konventionell värmekraft, kondensproduktion	1996M08	503
konventionell värmekraft, kondensproduktion	1996M09	740
konventionell värmekraft, kondensproduktion	1996M10	404
konventionell värmekraft, kondensproduktion	1996M11	111
konventionell värmekraft, kondensproduktion	1996M12	109
konventionell värmekraft, kondensproduktion	1997M01	150
konventionell värmekraft, kondensproduktion	1997M02	11
konventionell värmekraft, kondensproduktion	1997M03	44
konventionell värmekraft, kondensproduktion	1997M04	47
konventionell värmekraft, kondensproduktion	1997M05	42
konventionell värmekraft, kondensproduktion	1997M06	22
konventionell värmekraft, kondensproduktion	1997M07	7
konventionell värmekraft, kondensproduktion	1997M08	33
konventionell värmekraft, kondensproduktion	1997M09	31
konventionell värmekraft, kondensproduktion	1997M10	26
konventionell värmekraft, kondensproduktion	1997M11	27
konventionell värmekraft, kondensproduktion	1997M12	24
konventionell värmekraft, kondensproduktion	1998M01	36
konventionell värmekraft, kondensproduktion	1998M02	12
konventionell värmekraft, kondensproduktion	1998M03	10
konventionell värmekraft, kondensproduktion	1998M04	25
konventionell värmekraft, kondensproduktion	1998M05	31
konventionell värmekraft, kondensproduktion	1998M06	24
konventionell värmekraft, kondensproduktion	1998M07	3
konventionell värmekraft, kondensproduktion	1998M08	34
konventionell värmekraft, kondensproduktion	1998M09	34
konventionell värmekraft, kondensproduktion	1998M10	33
konventionell värmekraft, kondensproduktion	1998M11	10
konventionell värmekraft, kondensproduktion	1998M12	20
konventionell värmekraft, kondensproduktion	1999M01	6
konventionell värmekraft, kondensproduktion	1999M02	8
konventionell värmekraft, kondensproduktion	1999M03	12
konventionell värmekraft, kondensproduktion	1999M04	25
konventionell värmekraft, kondensproduktion	1999M05	32
konventionell värmekraft, kondensproduktion	1999M06	34
konventionell värmekraft, kondensproduktion	1999M07	20
konventionell värmekraft, kondensproduktion	1999M08	29
konventionell värmekraft, kondensproduktion	1999M09	31
konventionell värmekraft, kondensproduktion	1999M10	39
konventionell värmekraft, kondensproduktion	1999M11	34
konventionell värmekraft, kondensproduktion	1999M12	11
konventionell värmekraft, kondensproduktion	2000M01	15
konventionell värmekraft, kondensproduktion	2000M02	6
konventionell värmekraft, kondensproduktion	2000M03	13
konventionell värmekraft, kondensproduktion	2000M04	21
konventionell värmekraft, kondensproduktion	2000M05	19
konventionell värmekraft, kondensproduktion	2000M06	25
konventionell värmekraft, kondensproduktion	2000M07	1
konventionell värmekraft, kondensproduktion	2000M08	2
konventionell värmekraft, kondensproduktion	2000M09	29
konventionell värmekraft, kondensproduktion	2000M10	41
konventionell värmekraft, kondensproduktion	2000M11	56
konventionell värmekraft, kondensproduktion	2000M12	34
konventionell värmekraft, kondensproduktion	2001M01	36
konventionell värmekraft, kondensproduktion	2001M02	23
konventionell värmekraft, kondensproduktion	2001M03	44
konventionell värmekraft, kondensproduktion	2001M04	83
konventionell värmekraft, kondensproduktion	2001M05	51
konventionell värmekraft, kondensproduktion	2001M06	43
konventionell värmekraft, kondensproduktion	2001M07	54
konventionell värmekraft, kondensproduktion	2001M08	14
konventionell värmekraft, kondensproduktion	2001M09	19
konventionell värmekraft, kondensproduktion	2001M10	40
konventionell värmekraft, kondensproduktion	2001M11	34
konventionell värmekraft, kondensproduktion	2001M12	44
konventionell värmekraft, kondensproduktion	2002M01	32
konventionell värmekraft, kondensproduktion	2002M02	21
konventionell värmekraft, kondensproduktion	2002M03	28
konventionell värmekraft, kondensproduktion	2002M04	45
konventionell värmekraft, kondensproduktion	2002M05	55
konventionell värmekraft, kondensproduktion	2002M06	48
konventionell värmekraft, kondensproduktion	2002M07	43
konventionell värmekraft, kondensproduktion	2002M08	12
konventionell värmekraft, kondensproduktion	2002M09	64
konventionell värmekraft, kondensproduktion	2002M10	82
konventionell värmekraft, kondensproduktion	2002M11	179
konventionell värmekraft, kondensproduktion	2002M12	417
konventionell värmekraft, kondensproduktion	2003M01	415
konventionell värmekraft, kondensproduktion	2003M02	188
konventionell värmekraft, kondensproduktion	2003M03	157
konventionell värmekraft, kondensproduktion	2003M04	122
konventionell värmekraft, kondensproduktion	2003M05	165
konventionell värmekraft, kondensproduktion	2003M06	154
konventionell värmekraft, kondensproduktion	2003M07	137
konventionell värmekraft, kondensproduktion	2003M08	35
konventionell värmekraft, kondensproduktion	2003M09	55
konventionell värmekraft, kondensproduktion	2003M10	115
konventionell värmekraft, kondensproduktion	2003M11	90
konventionell värmekraft, kondensproduktion	2003M12	64
konventionell värmekraft, kondensproduktion	2004M01	17
konventionell värmekraft, kondensproduktion	2004M02	19
konventionell värmekraft, kondensproduktion	2004M03	61
